code	english_name	vietnamese_name
Y772	Prosthetic and other implants, materials and accessory ophthalmic devices associated with adverse incidents	Các vật liệu cấy ghép giả và các vật liệu khác và các thiết bị nhãn khoa phụ trợ liên quan đến các sự cố bất lợi
Y773	Surgical instruments, materials and ophthalmic devices (including sutures) associated with adverse incidents	Các dụng cụ phẫu thuật, vật liệu và các thiết bị nhãn khoa (bao gồm chỉ khâu) liên quan đến các sự cố bất lợi
Y778	Miscellaneous ophthalmic devices associated with adverse incidents, not elsewhere classified	Các thiết bị nhãn khoa khác liên quan đến các sự cố bất lợi, không được phân loại ở nơi khác
Y780	Diagnostic and monitoring radiological devices associated with adverse incidents	Các thiết bị X quang chẩn đoán và theo dõi liên quan đến các sự cố bất lợi
Y781	Therapeutic (nonsurgical) and rehabilitative radiological devices associated with adverse incidents	Các thiết bị X quang điều trị (không phẫu thuật) và phục hồi chức năng liên quan đến các sự cố bất lợi
Y782	Prosthetic and other implants, materials and accessory radiological devices associated with adverse incidents	Các vật liệu cấy ghép giả và các vật liệu khác và các thiết bị X quang phụ trợ liên quan đến các sự cố bất lợi
Y783	Surgical instruments, materials and radiological devices (including sutures) associated with adverse incidents	Các dụng cụ phẫu thuật, vật liệu và các thiết bị X quang (bao gồm chỉ khâu) liên quan đến các sự cố bất lợi
Y788	Miscellaneous radiological devices associated with adverse incidents, not elsewhere classified	Các thiết bị X quang khác liên quan đến các sự cố bất lợi, không được phân loại ở nơi khác
Y790	Diagnostic and monitoring orthopedic devices associated with adverse incidents	Các thiết bị chỉnh hình chẩn đoán và theo dõi liên quan đến các sự cố bất lợi
Y791	Therapeutic (nonsurgical) and rehabilitative orthopedic devices associated with adverse incidents	Các thiết bị chỉnh hình điều trị (không phẫu thuật) và phục hồi chức năng liên quan đến các sự cố bất lợi
Y792	Prosthetic and other implants, materials and accessory orthopedic devices associated with adverse incidents	Các vật liệu cấy ghép giả và các vật liệu khác và các thiết bị chỉnh hình phụ trợ liên quan đến các sự cố bất lợi
Y793	Surgical instruments, materials and orthopedic devices (including sutures) associated with adverse incidents	Các dụng cụ phẫu thuật, vật liệu và các thiết bị X quang Thiết bị chỉnh hình (bao gồm chỉ khâu) liên quan đến các sự cố bất lợi
Y798	Miscellaneous orthopedic devices associated with adverse incidents, not elsewhere classified	Các thiết bị chỉnh hình khác liên quan đến các sự cố bất lợi, không được phân loại ở nơi khác
Y800	Diagnostic and monitoring physical medicine devices associated with adverse incidents	Các thiết bị y học vật lý chẩn đoán và theo dõi liên quan đến các sự cố bất lợi
Y801	Therapeutic (nonsurgical) and rehabilitative physical medicine devices associated with adverse incidents	Các thiết bị y học vật lý trị liệu (không phẫu thuật) và phục hồi chức năng liên quan đến các sự cố bất lợi
Y802	Prosthetic and other implants, materials and accessory physical medicine devices associated with adverse incidents	Các thiết bị cấy ghép, vật liệu và thiết bị y học vật lý phụ trợ khác và các thiết bị cấy ghép khác liên quan đến các sự cố bất lợi
Y803	Surgical instruments, materials and physical medicine devices (including sutures) associated with adverse incidents	Các dụng cụ phẫu thuật, vật liệu và thiết bị y học vật lý (bao gồm chỉ khâu) liên quan đến các sự cố bất lợi
Y808	Miscellaneous physical medicine devices associated with adverse incidents, not elsewhere classified	Các thiết bị y học vật lý khác liên quan đến các sự cố bất lợi, không được phân loại ở nơi khác
Y810	Diagnostic and monitoring general- and plastic-surgery devices associated with adverse incidents	Các thiết bị phẫu thuật tổng quát và thẩm mỹ chẩn đoán và theo dõi liên quan đến các sự cố bất lợi
Y811	Therapeutic (nonsurgical) and rehabilitative general- and plastic-surgery devices associated with adverse incidents	Các thiết bị phẫu thuật tổng quát và thẩm mỹ điều trị (không phẫu thuật) và phục hồi chức năng liên quan đến các sự cố bất lợi
Y812	Prosthetic and other implants, materials and accessory general- and plastic-surgery devices associated with adverse incidents	Các thiết bị cấy ghép, vật liệu và thiết bị phẫu thuật tổng quát và thẩm mỹ phụ trợ khác liên quan đến các sự cố bất lợi
Y813	Surgical instruments, materials and general- and plastic-surgery devices (including sutures) associated with adverse incidents	Các dụng cụ phẫu thuật, vật liệu và thiết bị phẫu thuật tổng quát và thẩm mỹ (bao gồm chỉ khâu) liên quan đến các sự cố bất lợi
Y818	Miscellaneous general- and plastic-surgery devices associated with adverse incidents, not elsewhere classified	Các thiết bị phẫu thuật tổng quát và thẩm mỹ khác liên quan đến các sự cố bất lợi, không được phân loại ở nơi khác được phân loại
Y828	Other medical devices associated with adverse incidents	Các thiết bị y tế khác liên quan đến các sự cố bất lợi
Y829	Unspecified medical devices associated with adverse incidents	Thiết bị y tế không xác định liên quan đến các sự cố bất lợi
Y830	Surgical operation with transplant of whole organ as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure	Phẫu thuật ghép toàn bộ cơ quan là nguyên nhân gây ra phản ứng bất thường của bệnh nhân hoặc biến chứng sau này, không đề cập đến tai nạn bất ngờ tại thời điểm thực hiện thủ thuật
Y831	Surgical operation with implant of artificial internal device as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure	Phẫu thuật ghép thiết bị nhân tạo bên trong là nguyên nhân gây ra phản ứng bất thường của bệnh nhân hoặc biến chứng sau này, không đề cập đến tai nạn bất ngờ tại thời điểm thực hiện thủ thuật
Y832	Surgical operation with anastomosis, bypass or graft as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure	Phẫu thuật nối thông, bắc cầu hoặc ghép là nguyên nhân gây ra phản ứng bất thường của bệnh nhân hoặc biến chứng sau này, không đề cập đến tai nạn bất ngờ tại thời điểm thực hiện thủ thuật
Y833	Surgical operation with formation of external stoma as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure	Phẫu thuật tạo lỗ thông ngoài là nguyên nhân gây ra phản ứng bất thường của bệnh nhân hoặc biến chứng sau này, không đề cập đến tai nạn bất ngờ tại thời điểm thực hiện thủ thuật
Y834	Other reconstructive surgery as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure	Phẫu thuật tái tạo khác là nguyên nhân gây ra phản ứng bất thường của bệnh nhân hoặc biến chứng sau này, không đề cập đến tai nạn bất ngờ tại thời điểm thực hiện thủ thuật
Y835	Amputation of limb(s) as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure	Cắt bỏ chi là nguyên nhân gây ra phản ứng bất thường của bệnh nhân hoặc biến chứng sau này, không đề cập đến tai nạn bất ngờ tại thời điểm thực hiện thủ thuật
Y836	Removal of other organ (partial) (total) as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure	Cắt bỏ một phần cơ quan khác (tổng) là nguyên nhân gây ra phản ứng bất thường của bệnh nhân hoặc biến chứng sau này, không đề cập đến tai nạn bất ngờ tại thời điểm thực hiện thủ thuật
